,Star,Date,Style,Review
1287,5.0,2020-01-02,베스트 셀러 팩,Excellent coffee in a hurry
1288,5.0,2019-11-08,베스트 셀러 팩,This is a pretty decent deal and you get it same day with prime. We love our Vertuoline machine. Can't wait until the pods are cheaper.
1289,5.0,2020-03-22,베스트 셀러 팩,La utilicé para la máquina que compré
1290,5.0,2020-02-01,베스트 셀러 팩,I love the coffee and the aroma!
1291,5.0,2019-12-15,베스트 셀러 팩,Way better than k cups
1292,5.0,2019-10-31,베스트 셀러 팩,I love the Melozzio. I just wish it wasn’t so expensive.
1293,5.0,2020-03-15,베스트 셀러 팩,I love my Nespresso machine!!!
1294,5.0,2020-01-13,베스트 셀러 팩,"These are without a doubt the best of the vertuoline. They are bold, strong roasts (6,7,8) and give you a nice boost without the jitters... perfect for both the morning and the midday slump. My coworkers love them too."
1295,5.0,2019-12-29,베스트 셀러 팩,A bit expensive but worth it.
1296,5.0,2018-08-07,베스트 셀러 팩,I have used this combo in the past and it never disappoints.
1297,2.0,2020-01-30,베스트 셀러 팩,"Each pod is about 1.00 a piece. I wanted to reach out to the company, but couldn't find a link to email.. This is why I do most of my shopping on Amazon. Amazon is easy to shop on and the companies are eager to help with any issues."
1298,5.0,2020-01-13,베스트 셀러 팩,This is the best nespresso combo! It’s a crowd pleaser for sure!
1299,5.0,2020-06-03,베스트 셀러 팩,They are a little expensive.
1300,5.0,2020-02-10,베스트 셀러 팩,"Obviously, they fit just fine in Nepresso unit. Good, but pricy. Maybe will come down in price as/if the Nepresso becomes more popular."
1301,5.0,2020-06-15,베스트 셀러 팩,Always a great peoduct
1302,5.0,2020-01-20,베스트 셀러 팩,Love Nespresso!!!
1303,5.0,2020-08-11,베스트 셀러 팩,Love this coffee
1304,5.0,2020-02-26,베스트 셀러 팩,Love this coffee. Just wish it wasn’t so expensive.
1305,5.0,2020-01-04,베스트 셀러 팩,Nespresso is the best coffee ever!
1306,4.0,2019-01-13,베스트 셀러 팩,"Great flavor and machine, Only thing is I did not get the instructions with mine.."
1307,4.0,2020-03-05,베스트 셀러 팩,Love it
1308,5.0,2018-08-07,베스트 셀러 팩,Love it
1309,5.0,2020-01-30,베스트 셀러 팩,"We are parents to a newborn so needless to say we need extra strength coffee! We both love coffee so flavor is also important, and these pods die the trick!"
1310,5.0,2020-05-25,베스트 셀러 팩,A little expensive but very good!
1311,5.0,2020-02-17,베스트 셀러 팩,Would like a variety of strengths and flavors in a 40 pack
1312,5.0,2018-08-18,베스트 셀러 팩,Just bought a new Nespresso Vertuoline machine and this was a nice assortment to test out different varieties.
1313,5.0,2020-01-08,베스트 셀러 팩,I haven't tried all the other flavors - these three though simply represent unique taste and quality.
1314,5.0,2020-03-14,베스트 셀러 팩,"I love nespresso coffee. I can't buy the capsules locally, so Amazon is a great source."
1315,5.0,2020-08-06,베스트 셀러 팩,We love our Nespresso!!
1316,5.0,2020-01-10,베스트 셀러 팩,This product is delicious.
1317,5.0,2020-09-03,베스트 셀러 팩,Good product
1318,5.0,2020-06-30,베스트 셀러 팩,perfect
1319,5.0,2019-12-25,베스트 셀러 팩,Too expensive
1320,5.0,2018-08-07,베스트 셀러 팩,Better coffee than Starbucks. Highly recommend.
1321,2.0,2020-01-30,베스트 셀러 팩,Too expensive
1322,5.0,2020-06-29,베스트 셀러 팩,Just to expensive so make my own Nespresso
1323,5.0,2020-02-04,베스트 셀러 팩,Great stuff!
1324,5.0,2020-07-07,베스트 셀러 팩,The convience is terrific!!!
1325,5.0,2019-09-05,베스트 셀러 팩,Great variety and the best selection
1326,5.0,2019-11-30,베스트 셀러 팩,Fits the nespresso and has good flavors
1327,3.0,2020-03-02,베스트 셀러 팩,I love the coffee. My only complaint is that no where in this item does it state the cup size. I was looking for a different size and even though the coffee was great it’s not I thought I was buying.
1328,5.0,2020-07-23,베스트 셀러 팩,ALL three taste strong
1329,5.0,2019-12-25,베스트 셀러 팩,Love love them
1330,5.0,2020-02-10,베스트 셀러 팩,I love my Nespresso machine! I love the flavors of this three pack. Great value and flavor.
1331,5.0,2020-05-03,베스트 셀러 팩,Perfect come with Machine
1332,5.0,2018-08-07,베스트 셀러 팩,Great option and flavors choose.
1333,5.0,2020-01-30,베스트 셀러 팩,Very expensive but delicious. I love Nespreso
1334,5.0,2020-08-22,베스트 셀러 팩,Ships really fast and I love the taste!!!
1335,4.0,2020-02-07,베스트 셀러 팩,Great assortment
1336,5.0,2019-07-29,베스트 셀러 팩,Best coffee
1337,5.0,2020-02-23,베스트 셀러 팩,Love the flavors
1338,5.0,2020-07-22,베스트 셀러 팩,Great taste and easy to use
1339,5.0,2020-06-26,베스트 셀러 팩,"I love these pods. Best way to impress my in-laws was to show them how to work this machine the last time they visited. A little expensive for home coffee, but excellent quality makes it worth it."
1340,4.0,2020-01-08,베스트 셀러 팩,Great flavor
1341,2.0,2020-02-04,베스트 셀러 팩,"I purchase the same order, every month or so. They usually come in a sleeve that contains a cardboard separator for the pods. This time, the pods were loose and just thrown into the boxes. Most of them are dented and I’m not very pleased. I hope this doesn’t mean they aren’t “authentic”. There are already pictures here to demo my review. Mine are no different. Love the coffee. Worth the $1.00 per pod! But the shipping was NOT usual or ideal!"
1342,5.0,2020-01-06,베스트 셀러 팩,"Great coffee. have reordered numerous times,"
1343,5.0,2020-03-10,베스트 셀러 팩,Love this stuff!!!!
1344,5.0,2018-08-07,베스트 셀러 팩,Just what I wanted
1345,5.0,2020-01-30,베스트 셀러 팩,Always smooth. Packaging can be a bit annoying. (Have to pop each pod out)
1346,5.0,2020-02-18,베스트 셀러 팩,Easy to use and the color codes making it easy to know what flavor you are picking. Coffee us delicious
1347,5.0,2018-03-12,베스트 셀러 팩,Worked Great!!
1348,5.0,2020-01-27,베스트 셀러 팩,Live this combination of flavors. I re-buy this pack over and over again!
1349,5.0,2020-02-08,베스트 셀러 팩,My absolute favorite coffee.
1350,5.0,2020-02-02,베스트 셀러 팩,Love the variety- it’s great!
1351,5.0,2020-09-12,베스트 셀러 팩,Love my nespresso and frother!
1352,5.0,2019-12-08,베스트 셀러 팩,The flavor doesn’t take good
1353,5.0,2020-02-18,베스트 셀러 팩,"I love richer flavours, but this selection is perfect."
1354,5.0,2020-04-04,베스트 셀러 팩,"Nespresso was delivered to wrong the address and I got that after 3days later. On the good side, I love that assortment."
1355,5.0,2020-03-01,베스트 셀러 팩,"Such a nice cup of coffee, smooth, strong, and tasty. Love having these around, makes for a great morning everyday."
1356,5.0,2018-08-07,베스트 셀러 팩,Never have I had such excellent coffee made at home.
1357,5.0,2020-01-30,베스트 셀러 팩,Not sure about these...I think I would have to try them again..they were good but not Wow!
1358,5.0,2019-03-28,베스트 셀러 팩,Very good variety of capsules
1359,5.0,2020-05-18,베스트 셀러 팩,Purchased again because is really good
1360,5.0,2020-07-13,베스트 셀러 팩,"convenient, great taste , compact and fun to use!"
1361,5.0,2020-09-06,베스트 셀러 팩,"This is a good selection of strengths, not too extreme on either end of the scale, but with enough difference that you can choose stronger or weaker each day and still enjoy the cup."
1362,5.0,2020-01-02,베스트 셀러 팩,"Delish! We ordered the assortment for a graduation brunch party, and it was a hit. You need these at your next party."
1363,5.0,2020-03-20,베스트 셀러 팩,Good price for great coffee!
1364,5.0,2020-02-21,베스트 셀러 팩,Hard to distinguish flavors but a nice mixture
1365,4.0,2020-02-13,베스트 셀러 팩,I like it but the capsules are delicate. Packaging needs to be more cushiony so they are intact when delivered.
1366,5.0,2019-12-29,베스트 셀러 팩,Perfect delivery. Delicious flavor
1367,5.0,2020-05-15,베스트 셀러 팩,"My favorite capsule is the green one, but golf and blue are great as well."
1368,5.0,2018-08-07,베스트 셀러 팩,Love this coffee
1369,5.0,2020-01-30,베스트 셀러 팩,"Great offering for the price....ALL the pods are very flavorful and enjoyable to drink with Wonderful rich, Full flavoer"
1370,4.0,2019-01-07,베스트 셀러 팩,Good a bit on the costly side but better and easy on the wallet compare to the Seattle Monopoly...
1371,5.0,2020-01-28,베스트 셀러 팩,The coffee taste wonderful.
1372,1.0,2020-09-02,베스트 셀러 팩,"The product was open and crushed on the ends. 10+ pods were completely unusable. Generally, I don't review products but this was not a shipping issue the product was open and crushed before shipping (the box was fine)."
1373,5.0,2020-02-07,베스트 셀러 팩,Love everything about it
1374,5.0,2020-06-15,베스트 셀러 팩,Very nice assortment providing a decent array of coffees. they all have superior taste. I am not a fan of flavored coffees but not their problem. there is one regular coffee not available/
1375,5.0,2020-03-10,베스트 셀러 팩,I absolutely love these flavors! Especially the mellozio flavor. Oh man... So good.
1376,5.0,2020-03-02,베스트 셀러 팩,"Very nice, very good coffee"
1377,5.0,2020-03-26,베스트 셀러 팩,"The product is as advertised. That’s about all you can really hope for nowadays, isn’t it?"
1378,5.0,2020-02-19,베스트 셀러 팩,RECEIVED THESE PODS THE SAME DAY AS I ORDERED THEM. THESE ARE BY FAR THE BEST FLAVORS FROM NESPRESSO.
1379,3.0,2020-07-31,베스트 셀러 팩,"I love the Melozio but I don’t like the other two at all. I would recommend trying each flavor from your “gift” box before purchasing this. Even though they say it’s their best sellers, try before you buy. But the Melozio is delicious. :)"
1380,5.0,2018-08-07,베스트 셀러 팩,Great coffee! It comes usually next day or two day. Replaced my Keurig with the Nespresso and it's like night and day.
1381,5.0,2020-01-30,베스트 셀러 팩,Arrived in great condition. All 3 flavors are my personal favorites. Lovely best seller assortment set.
1382,1.0,2020-02-20,베스트 셀러 팩,"As other reviews have suggested, these are counterfeit. Let me count the ways that are obvious.

Things that are wrong
-no blend name on foil seal
-strange colors on basic pods
-pours that do not match the actual pod size(copied bar code from another pod)
-real pods have better airseal. These are like a deflated baloon.

God knows what is in these pods."
1383,5.0,2020-02-02,베스트 셀러 팩,This assortment gives you three different coffees. They were mild to strong. All were very tasty!
1384,5.0,2019-12-28,베스트 셀러 팩,Great value. Loving this combo of pods. Thank you
1385,5.0,2020-07-28,베스트 셀러 팩,Great coffee
1386,5.0,2019-11-06,베스트 셀러 팩,Delicius
1387,5.0,2020-01-30,베스트 셀러 팩,i will order again soon. i love this product
1388,5.0,2018-09-19,베스트 셀러 팩,Perfect variety
1389,5.0,2020-03-22,베스트 셀러 팩,Very convenient to buy the amount you want like the nespresso website where the minimum amount is 50.
1390,5.0,2020-01-07,베스트 셀러 팩,Best coffee I ever had
1391,5.0,2019-08-02,베스트 셀러 팩,Love these flavors
1392,5.0,2018-08-07,베스트 셀러 팩,Absolutely love the coffee for my Nespresso machine
1393,5.0,2020-01-30,베스트 셀러 팩,This coffee is creamy on top and the flavor is very rich!
1394,5.0,2020-04-01,베스트 셀러 팩,Husbands favorite coffee
1395,5.0,2020-01-23,베스트 셀러 팩,Love my Nespresso machine and these pods are great! Love all three flavors.
1396,5.0,2020-04-29,베스트 셀러 팩,Very tasty but they could be little cheaper
1397,5.0,2020-02-25,베스트 셀러 팩,Great taste
1398,5.0,2020-03-18,베스트 셀러 팩,"Good, tasty but as with all Nespresso not cheap"
1399,5.0,2019-08-06,베스트 셀러 팩,My husband called the taste “Devine” and I can’t disagree... definitely going get this again!!!
1400,5.0,2019-08-03,베스트 셀러 팩,Great coffee
1401,5.0,2019-12-15,베스트 셀러 팩,great favor
1402,5.0,2020-01-05,베스트 셀러 팩,Great product. Arrived quickly and in great condition. Love this coffee!
1403,5.0,2019-05-11,베스트 셀러 팩,My favorite cup of coffee in the morning
1404,5.0,2018-08-07,베스트 셀러 팩,The only thing I'd like would be a slightly lower price.
1405,5.0,2020-01-30,베스트 셀러 팩,i love this coffee
1406,5.0,2020-01-30,베스트 셀러 팩,Great tasting coffee
1407,5.0,2020-02-01,베스트 셀러 팩,Yummy
1408,5.0,2020-07-31,베스트 셀러 팩,Soooo expensive
1409,5.0,2020-04-24,베스트 셀러 팩,"The best taste selections for my family! We have a lot of picky coffee people, no complaints"
1410,5.0,2020-05-20,베스트 셀러 팩,Excellent mix of strong coffee flavors
1411,5.0,2021-05-06,베스트 셀러 팩,Delicious
1412,5.0,2017-03-03,베스트 셀러 팩,Great
1413,2.0,2019-05-25,베스트 셀러 팩,"I was looking for lighter brew. do not like stormeo. wanted to choose strength.
+could not find single choice so i can sample and not have rest to throw away.saw it once and unable to locate it"
1414,5.0,2020-01-12,베스트 셀러 팩,Price is right.
1415,5.0,2020-05-20,베스트 셀러 팩,"Absolutely love this coffee, these 3 are very good. I tried the sample pack and really you can't go wrong with any of them though."
1416,5.0,2018-08-07,베스트 셀러 팩,Yes
1417,5.0,2020-01-30,베스트 셀러 팩,Great product
1418,5.0,2020-02-27,베스트 셀러 팩,Bought this for my son. It is a great mix of the best ones.
1419,5.0,2020-08-10,베스트 셀러 팩,It’s wonderful 😍
1420,5.0,2019-07-26,베스트 셀러 팩,Like everything about these. Incuding the different varieties.
1421,5.0,2020-08-10,베스트 셀러 팩,"been drinking nespresso for 5 years,"
1422,5.0,2020-02-09,베스트 셀러 팩,Amazing flavor. If you have never had a nespresso you must try it. I gave my Keurig away.
1423,5.0,2020-01-23,베스트 셀러 팩,"Love these, much better than spending money at Starbucks every day!"
1424,5.0,2019-10-07,베스트 셀러 팩,Nice selection
1425,5.0,2019-12-12,베스트 셀러 팩,Convenient
1426,5.0,2020-02-21,베스트 셀러 팩,I love it
1427,5.0,2019-12-09,베스트 셀러 팩,Best one
1428,5.0,2018-08-07,베스트 셀러 팩,Great coffee and great price.
1429,3.0,2020-01-30,베스트 셀러 팩,Yum but extraordinarily and unnecessarily expensive.
1430,5.0,2019-10-29,베스트 셀러 팩,Daily morning coffee
1431,5.0,2020-01-06,베스트 셀러 팩,Yummy flavor!
1432,5.0,2019-12-31,베스트 셀러 팩,Love it
1433,5.0,2022-01-26,베스트 셀러 팩,The coffee is delicious!
1434,5.0,2020-01-10,베스트 셀러 팩,Great Flavors
1435,2.0,2020-01-14,베스트 셀러 팩,"I ordered the variety pack with Stormio, Odacio and Melozio and I got all 30 capsules of Melozio. I didn't return it because it would just take longer to get more coffee but definitely disappointing since I like the stronger coffees better."
1436,5.0,2019-01-07,베스트 셀러 팩,its good
1437,5.0,2019-12-08,베스트 셀러 팩,I love this coffee!!!
1438,5.0,2020-06-04,베스트 셀러 팩,"In love with the different variety this package has to offer: Caramelizó, Odacio, and Stormio (my fav)"
1439,5.0,2020-08-24,베스트 셀러 팩,I love this coffee so much.
1440,5.0,2018-08-07,베스트 셀러 팩,Good deal with great combination! Now I can enjoy my Nespresso coffee again :)
1441,5.0,2020-01-30,베스트 셀러 팩,I loved it.
1442,5.0,2020-01-08,베스트 셀러 팩,I like it.
1443,5.0,2019-01-17,베스트 셀러 팩,loveeeee
1444,5.0,2019-06-24,베스트 셀러 팩,Delicious
1445,5.0,2020-05-30,베스트 셀러 팩,Really wish supermarkets would carry this product
1446,5.0,2019-07-31,베스트 셀러 팩,"Loved the taste, love the foam, love how easy to use."
1447,5.0,2020-01-29,베스트 셀러 팩,Delicious
1448,5.0,2017-09-29,베스트 셀러 팩,Best coffee ever!
1449,4.0,2020-05-27,베스트 셀러 팩,love the coffee flavors but damn expensive to buy
1450,5.0,2020-03-01,베스트 셀러 팩,Great product
1451,3.0,2019-06-21,베스트 셀러 팩,I have no problem with Nespresso but! All my order delivered to my neighbor!
1452,5.0,2018-08-07,베스트 셀러 팩,Pricey but delicious!
1453,5.0,2020-01-30,베스트 셀러 팩,Very good product
1454,5.0,2020-01-20,베스트 셀러 팩,Delicious coffee!!!!!!!
1455,5.0,2020-09-14,베스트 셀러 팩,Arrived in perfect condition. Delicious! Will buy again very soon. Thank you.
1456,5.0,2020-04-29,베스트 셀러 팩,"Great coffee, great way to find out about the various coffees made for the Vertuo Plus bundle by Breville."
1457,5.0,2020-02-09,베스트 셀러 팩,Great
1458,5.0,2020-01-21,베스트 셀러 팩,Great coffee
1459,5.0,2020-02-16,베스트 셀러 팩,Awesome coffee!
1460,4.0,2020-03-08,베스트 셀러 팩,"Tasty and delicious, but I think they are to much expensive"
1461,5.0,2020-04-25,베스트 셀러 팩,Good selection of 3 kinds of Nespresso Vertuoline capsules. Glad I purchased.
1462,5.0,2020-03-02,베스트 셀러 팩,Pricey
1463,5.0,2019-12-10,베스트 셀러 팩,No
1464,5.0,2018-08-07,베스트 셀러 팩,muy bueno
1465,5.0,2020-01-30,베스트 셀러 팩,Really good! But a little expensive
1466,5.0,2017-10-23,베스트 셀러 팩,Forget it
1467,5.0,2020-01-05,베스트 셀러 팩,This is such a great variety of coffee pods. One pod is enough for two cups. The flavor is delicious!
1468,5.0,2020-01-01,베스트 셀러 팩,Good
1469,2.0,2019-12-10,베스트 셀러 팩,Do not buy this unless you are certain that it works in your brewer
1470,5.0,2019-12-05,베스트 셀러 팩,Taste great
1471,4.0,2019-12-24,베스트 셀러 팩,This was a good way to taste several flavors and strengths. Service was fast and delivery excellent.
1472,5.0,2020-03-22,베스트 셀러 팩,nice
1473,5.0,2020-02-03,베스트 셀러 팩,Very happy with my purchase!great transaction
1474,5.0,2020-07-16,베스트 셀러 팩,"Awesome coffee, little expensive and is difficult to find locally. Way better than Keurig or store bought 'bagged' coffee."
1475,5.0,2020-03-03,베스트 셀러 팩,"Nespresso, yummy!"
1476,5.0,2018-08-07,베스트 셀러 팩,Love the coffee
1477,5.0,2020-01-30,베스트 셀러 팩,if you drink coffee and don't have a nespresso vertuoline you're doing it wrong.
1478,5.0,2019-05-04,베스트 셀러 팩,Fast delivery. Taste great!
1479,5.0,2019-11-14,베스트 셀러 팩,this has a good variety of coffee
1480,5.0,2019-07-06,베스트 셀러 팩,We love it!!!
1481,4.0,2020-01-10,베스트 셀러 팩,flavor is nice but a little expensive
1482,5.0,2020-02-22,베스트 셀러 팩,just fine
1483,5.0,2020-01-12,베스트 셀러 팩,Love nespresso coffee
1484,5.0,2020-02-20,베스트 셀러 팩,Love the vertuo line and this assortment. Nice dark roast taste.
1485,5.0,2020-07-15,베스트 셀러 팩,Awesome
1486,5.0,2020-06-21,베스트 셀러 팩,👍
1487,3.0,2018-12-26,베스트 셀러 팩,I wanted to have a selection of coffees for guests. Nespresso website has the same collection at the same price with a much further out expiration date
1488,5.0,2018-08-07,베스트 셀러 팩,Like everything
1489,5.0,2020-01-30,베스트 셀러 팩,Awesome
1490,5.0,2020-01-09,베스트 셀러 팩,Liked! Delicious!
1491,5.0,2020-01-06,베스트 셀러 팩,Love stormio flavor!
1492,5.0,2019-08-19,베스트 셀러 팩,My absolute favorite!
1493,1.0,2019-06-25,베스트 셀러 팩,I purchased these and the production date was 10 months ago and the capsules were only good for the next 3 months. However I got refunded(Probably by Amazon) but hadn't I checked the date these capsules would have been useless in 3 months
1494,5.0,2020-01-16,베스트 셀러 팩,Great
1495,5.0,2019-12-07,베스트 셀러 팩,We love our coffee.
1496,5.0,2020-08-11,베스트 셀러 팩,I didn’t have any issues with my mine. The coffee is good 🙂
1497,5.0,2020-06-12,베스트 셀러 팩,Great product
1498,5.0,2020-01-03,베스트 셀러 팩,Love. Love the flavor and depth of this coffee.
1499,5.0,2019-12-30,베스트 셀러 팩,👍🏻
1500,5.0,2018-08-07,베스트 셀러 팩,"Good quality control, no damage on pods, and I always restock on these three."
1501,5.0,2020-01-30,베스트 셀러 팩,⭐️⭐️⭐️
1502,5.0,2019-08-25,베스트 셀러 팩,Personally the top three flavors nespresso offers
1503,5.0,2020-03-12,베스트 셀러 팩,Quality coffee.
1504,5.0,2019-12-28,베스트 셀러 팩,Coffee maker
1505,5.0,2020-02-02,베스트 셀러 팩,Melozio is my fave. Smooth and not too strong
1506,5.0,2020-01-18,베스트 셀러 팩,Great product
1507,5.0,2018-05-21,베스트 셀러 팩,Love this coffee
1508,5.0,2019-11-18,베스트 셀러 팩,Nespresso has ruined me. I am never going back to drip brew again.
1509,5.0,2018-10-30,베스트 셀러 팩,Can choose different flavors by the amount of caffeine.
1510,5.0,2020-02-15,베스트 셀러 팩,Tastes great
1511,5.0,2020-02-19,베스트 셀러 팩,Such a good flavor pack! I will be buying these again.
1512,5.0,2018-08-07,베스트 셀러 팩,"First time ordered, went very smooth. Product can in quickly as promised. I will be ordering more."
1513,5.0,2020-01-30,베스트 셀러 팩,You will not be disappointed when purchasing this coffee. It’s so tasty.
1514,5.0,2019-07-24,베스트 셀러 팩,Wonderful way to start the day
1515,4.0,2019-12-29,베스트 셀러 팩,"We love our Nespresso machine... my only hesitation in fully endorsing this product is, it is expensive!"
1516,3.0,2019-07-28,베스트 셀러 팩,"Nothing wrong with it, just personal preference. The coffee is good but the blue and green pods are both too strong for me, I believe they are rated 8 and 7 in strength. I do like the gold pod which is a 6 and will purchase it again separately."
1517,5.0,2019-07-13,베스트 셀러 팩,Cost high
1518,5.0,2019-05-21,베스트 셀러 팩,Fantastic flavor
1519,5.0,2019-11-04,베스트 셀러 팩,5 stars all the way around
1520,5.0,2020-05-03,베스트 셀러 팩,Good flavor coffee and at a decent price.
1521,5.0,2018-11-29,베스트 셀러 팩,Ok
1522,5.0,2020-02-06,베스트 셀러 팩,Very good!
1523,3.0,2018-10-18,베스트 셀러 팩,"I thought I was getting an assortment; I could have read it wrong. All were the same flavour. So, although it is good I am very disappointed that there was no variety."
1524,5.0,2018-08-07,베스트 셀러 팩,Good
1525,5.0,2020-01-30,베스트 셀러 팩,Love these.
1526,5.0,2019-11-17,베스트 셀러 팩,Wonderful coffee
1527,5.0,2019-05-25,베스트 셀러 팩,I used the product in the morning to wake up. ;-)
1528,5.0,2019-06-27,베스트 셀러 팩,"A little expensive, but it is always good."
1529,5.0,2019-10-10,베스트 셀러 팩,A tad expensive but worth the money
1530,5.0,2018-11-15,베스트 셀러 팩,delivered as shown. great product
1531,5.0,2018-12-29,베스트 셀러 팩,Very good product!
1532,5.0,2019-05-28,베스트 셀러 팩,It was a good variety of flavors and the bold wasn’t too bold- balanced nicely.
1533,5.0,2019-12-16,베스트 셀러 팩,❤️❤️❤️
1534,5.0,2021-02-19,베스트 셀러 팩,Thank you!
1535,5.0,2020-01-27,베스트 셀러 팩,Excellent taste
1536,5.0,2018-08-07,베스트 셀러 팩,Captures the essence of an expresso in the most convenient pods
1537,3.0,2020-01-30,베스트 셀러 팩,"Something is strange here my last two orders the pods came not in a sleeve but loose in the box, did this happen to anyone else ?"
1538,5.0,2020-06-19,베스트 셀러 팩,Great quality. This is a good mixture of flavors. Happy with this purchase and will buy it again.
1539,5.0,2019-12-13,베스트 셀러 팩,Great taste
1540,3.0,2019-06-25,베스트 셀러 팩,"Seriously! I paid $75 for the machine and these things are a zillion bucks! Ridiculous. Ok, this was a Christmas present and my daughter was thrilled. But; she is only going to buy the Expresso pods and use it for that; it's so expensive. Bummer."
1541,4.0,2019-11-05,베스트 셀러 팩,Suggest to start with these flavors. This is a modest assortment for a good price.
1542,5.0,2020-05-20,베스트 셀러 팩,Great way to find out what flavor you enjoy
1543,5.0,2020-03-22,베스트 셀러 팩,Great selection. hard to knwo what one to order so this is a great way to try to hone yiour taste.
1544,5.0,2020-03-31,베스트 셀러 팩,Nothing
1545,5.0,2020-02-22,베스트 셀러 팩,A great fast way to get my coffee
1546,5.0,2018-08-12,베스트 셀러 팩,"Cheaper than Starbucks
I run my pods twice. Great flavor
No bitter taste"
1547,5.0,2019-12-10,베스트 셀러 팩,"Great coffee, wish it was cheaper but it's worth it!"
1548,5.0,2018-08-07,베스트 셀러 팩,These are great for small chips of Joe. I love our Nespresso.
1549,5.0,2020-01-30,베스트 셀러 팩,Really lucky u guys had it it was great!
1550,5.0,2019-12-17,베스트 셀러 팩,Great
1551,2.0,2020-02-19,베스트 셀러 팩,Too expensive
1552,5.0,2019-10-22,베스트 셀러 팩,I like the variety and the flavors are not too bold or light. Perf!
1553,5.0,2020-02-19,베스트 셀러 팩,Expensive
1554,5.0,2017-03-22,베스트 셀러 팩,Great
1555,5.0,2020-01-19,베스트 셀러 팩,Love the nespresso coffee.
1556,5.0,2019-09-19,베스트 셀러 팩,Best was to start the day!!!
1557,1.0,2020-12-27,베스트 셀러 팩,"I usually don't have a problem with this product, but this time around I received a set that was expired!! Not fresh, so not yummy! Bummer."
1558,5.0,2019-09-21,베스트 셀러 팩,I love nespresso and they are often cheaper on amazon than on the nespresso site.
1559,5.0,2020-02-13,베스트 셀러 팩,Perfect assortment of coffee for a stronger coffee lover such as myself. I love my new nespresso and will be buying this pack again!
1560,5.0,2018-08-07,베스트 셀러 팩,Great coffee!
1561,5.0,2020-01-30,베스트 셀러 팩,Muy lindo
1562,5.0,2017-04-26,베스트 셀러 팩,Best flavors and worth the money. Definitely prefer over Keurig.
1563,3.0,2020-03-10,베스트 셀러 팩,"Coffee tastes great! Ordered 3 pack of 10 different flavors. The Melozio package came partially with the box bent, partially opened, and the cups dented.

I have seen other reviews with similar issues so be advised."
1564,5.0,2020-05-05,베스트 셀러 팩,Good coffee. Proprietary for the Nespresso unit.
1565,5.0,2020-04-08,베스트 셀러 팩,about the same price as on line through nespresso
1566,5.0,2019-11-04,베스트 셀러 팩,"Good value for the price, good variety!"
1567,5.0,2020-01-12,베스트 셀러 팩,If you own a nespresso II these are a must.
1568,5.0,2019-01-08,베스트 셀러 팩,Great coffee! Absolutely love it!
1569,5.0,2019-11-05,베스트 셀러 팩,ok
1570,5.0,2020-05-05,베스트 셀러 팩,What can one say? This is the best cup of coffee on the planet.
1571,3.0,2018-03-04,베스트 셀러 팩,"I love this coffee and I drink it daily, however my last batch in the gold had 4 duds out of ten.
This coffee is expensive and I expect all to be good."
1572,5.0,2018-08-07,베스트 셀러 팩,Not much else to say. I mean its Nespresso coffee!!!!
1573,3.0,2020-01-30,베스트 셀러 팩,"Flavor is OK - but expensive. Considering the cost, you would expect the flavor to be amazing. But it isn’t, just so so"
1574,5.0,2020-01-08,베스트 셀러 팩,Pretty good flavor
1575,5.0,2019-09-09,베스트 셀러 팩,Good assortment
1576,5.0,2019-03-08,베스트 셀러 팩,Super espumosos
1577,5.0,2019-06-07,베스트 셀러 팩,Stellar coffee. Great price. Amazon service. Can't go wrong
1578,4.0,2019-06-10,베스트 셀러 팩,They are good but I was expecting an assortment. Not just one flavor...
1579,5.0,2020-03-03,베스트 셀러 팩,"makes good coffee, but expensive - can be re used with MyCup foils for economical good results"
1580,5.0,2020-03-03,베스트 셀러 팩,So easy to use and tastes great !
1581,5.0,2020-04-21,베스트 셀러 팩,totally recommend these pods for the price and assortment
1582,5.0,2020-05-27,베스트 셀러 팩,Nice variety of coffee bold flavors
1583,5.0,2020-04-19,베스트 셀러 팩,Fabulous coffee
1584,5.0,2018-08-07,베스트 셀러 팩,Buy this all the time and every time
1585,3.0,2020-01-30,베스트 셀러 팩,This item seems overpriced for making coffee at home. I wasn’t a fan of the flavor either.
1586,5.0,2019-12-28,베스트 셀러 팩,Perfect
1587,5.0,2022-03-07,베스트 셀러 팩,Love it
1588,5.0,2019-11-11,베스트 셀러 팩,Great Coffee
1589,5.0,2020-04-22,베스트 셀러 팩,"Delicious, great product. Bold flavors."
1590,1.0,2020-02-24,베스트 셀러 팩,I usually have a good experience with this manufacturer. My most recent order was not good. The pods that were shipped make my nespresso machine leak around the pod holder. After further investigation the pods that were shipped are overfilled. I used another pod from one of my older orders and it doesn’t leak. I think this is just a bad batch of pods. I tried descaling my machine multiple times it did not make any difference.
1591,2.0,2019-12-26,베스트 셀러 팩,Some pods were damaged. I usually order from Nespresso company but decided to order thru Amazon. Not much of a difference in pricing. Not happy.
1592,5.0,2019-11-12,베스트 셀러 팩,Great assortment of popular Vertuoline Nespresso Coffee. Yum!
1593,5.0,2019-06-25,베스트 셀러 팩,This coffee is addicting!
1594,4.0,2020-02-21,베스트 셀러 팩,Great product- DELICIOUS COFFEE. A bit over-priced.
1595,5.0,2020-03-19,베스트 셀러 팩,Perfect combination of Nespresso coffee flavors for me and my hubby!
